avg_daily_watch_count,late_night_ratio,weekend_ratio,shorts_ratio,sessions_per_day,binge_session_length,category_entropy,cluster,addiction_risk_score,anomaly,anomaly_label,email
73.3869067386174,0.6648737099831223,0.8098725511425278,0.5573816356782337,0.4856304735622974,0.7374448021141689,0.0516537800363809,1,64.01283084859263,1,Normal User,user_0@example.com
73.3178851184671,0.3474171439940556,0.2799352234530938,1.0,0.6760728205494377,0.2043748663049882,0.0514883779620838,3,52.45045618869394,1,Normal User,user_1@example.com
73.38353242102458,0.4674754186538769,0.347649215369944,0.3600730194407393,0.812419752363061,1.0,-0.0285463057728481,1,58.68887648478014,-1,Extreme Addict,user_2@example.com
73.23012650194029,0.0183250032979096,0.4472040591771928,0.3150821699183516,0.1661633020584521,0.1537210413093817,0.0165360506277641,0,18.465715295732423,-1,Extreme Addict,user_3@example.com
73.41279438146984,0.4239882215567666,0.1866258911894469,0.600811540392871,0.2717888098221319,0.1894310172224322,-0.0304371063746555,3,37.471646560199865,1,Normal User,user_4@example.com
73.30642316493984,0.1389535851334077,0.3108151625673798,0.5180720333860722,0.4050236031313492,0.6336528235015066,0.0178508354607377,0,38.976970531328206,1,Normal User,user_5@example.com
73.31293395290886,0.4319871929951017,1.0,0.57412267390162,0.4189049116363375,0.1465291778895334,-0.0019770901550616,2,46.52683986972927,1,Normal User,user_6@example.com
73.24102905127621,0.5772273610381672,0.5178343807977976,0.5468804010455333,0.2197656406821249,0.7231437388172708,-0.0814716476677484,1,53.926534051838615,1,Normal User,user_7@example.com
73.27152124962178,0.1938956220403979,0.6108932384767467,0.4009745172826372,0.4504837346278716,0.0333733427864899,-0.115515989096332,2,29.374886853193203,1,Normal User,user_8@example.com
73.25827856764688,0.2901875625243291,0.6904063461373877,0.5512593135974242,0.9999999999999982,0.4362654487940745,-0.0071620200345757,2,53.11648215292082,-1,Extreme Addict,user_9@example.com
73.34891697870016,0.0206859935019509,0.6019099611321665,0.6873060219844355,0.1568787333926966,0.487274283852912,0.1069165904494986,3,35.92099664393977,1,Normal User,user_10@example.com
73.23986551171957,0.6693786277077378,0.9054562070075602,0.3909985915711852,0.3782345451540987,0.1515684210830841,0.0315415461300677,2,47.61577228956053,1,Normal User,user_11@example.com
73.27992862774812,0.427653642993274,0.3604705575767262,0.6082334992891565,0.2120464754216957,0.0204858545571369,0.0874138446619476,3,35.23056657026257,1,Normal User,user_12@example.com
73.36263821079098,0.8709524942697215,0.5474779605246751,0.1087583881792768,0.6235881549783127,0.5939019841953268,-0.0145847004029711,1,55.554176146401545,1,Normal User,user_13@example.com
73.28268087616368,0.5027755990286957,0.4724234043130002,0.3990785198866172,0.1643741903863134,0.7171627115862975,0.0120656127490296,0,46.59333209867696,1,Normal User,user_14@example.com
73.37854307400282,0.8523023064586732,0.7628772367503174,0.556748761281136,0.6737561955870301,0.7658983996161624,-0.0677059322279048,1,72.54087151942048,-1,Extreme Addict,user_15@example.com
